title,download_link,detail_page,number,type,language,date,version,product_name,file_name
Quantum 140CRA31200 Last Firmwares V2.40,https://download.schneider-electric.com/files?p_Archive_Name=Quantum+140CRA31200+ERIO+Drops+Last+Firmware.zip&p_enDocType=Firmware&p_Doc_Ref=Quantum+140CRA31200+ERIO+Drops+Last+Firmware,https://www.schneider-electric.cn/zh/download/document/Quantum+140CRA31200+ERIO+Drops+Last+Firmware/,Quantum 140CRA31200 ERIO Drops Last Firmware,固件-发布,英语,2018-05-18,V2.40,Modicon Quantum,Quantum+140CRA31200+ERIO+Drops+Last+Firmware.zip

M580 BMEH582040S SV3.10 V3.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH582040S.zip&p_Doc_Ref=M580_BMEH582040S_SV3.10,https://www.schneider-electric.cn/zh/download/document/M580_BMEH582040S_SV3.10/,M580_BMEH582040S_SV3.10,固件-发布,英语,2019-11-21,V3.10,Modicon M580,BMEH582040S.zip

M580 BMEH586040S SV3.10 V3.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH586040S.zip&p_Doc_Ref=M580_BMEH586040S_SV3.10,https://www.schneider-electric.cn/zh/download/document/M580_BMEH586040S_SV3.10/,M580_BMEH586040S_SV3.10,固件-发布,英语,2019-11-21,V3.10,Modicon M580,BMEH586040S.zip

M580 BMEP586040 SV3.10 V3.10,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP586040.zip&p_Doc_Ref=M580_BMEP586040_SV3.10,https://www.schneider-electric.cn/zh/download/document/M580_BMEP586040_SV3.10/,M580_BMEP586040_SV3.10,固件-发布,英语,2019-11-21,V3.10,Modicon M580,BMEP586040.zip

140NOE77101 Exec For Non Unity Users V6.7,https://download.schneider-electric.com/files?p_Archive_Name=140NOE77101+Exec+and+Release+Notes+For+Non+Unity+Users.zip&p_enDocType=Firmware&p_Doc_Ref=140NOE77101+Exec+and+Release+Notes+For+Non+Unity+Users,https://www.schneider-electric.cn/zh/download/document/140NOE77101+Exec+and+Release+Notes+For+Non+Unity+Users/,140NOE77101 Exec and Release Notes For Non Unity Users,固件-发布,英语,2016-03-02,V6.7,Modicon Quantum,140NOE77101+Exec+and+Release+Notes+For+Non+Unity+Users.zip

140NOM2XX00 Flash Exec 07/10 V3.03,https://download.schneider-electric.com/files?p_Archive_Name=140NOM2XX00+Flash+Exec+V3.03.zip&p_enDocType=Firmware&p_Doc_Ref=140NOM2XX00+Flash+Exec+V3.03,https://www.schneider-electric.cn/zh/download/document/140NOM2XX00+Flash+Exec+V3.03/,140NOM2XX00 Flash Exec V3.03,固件-发布,英语,2010-09-06,V3.03,...,140NOM2XX00+Flash+Exec+V3.03.zip

140 CPU x13 0x Stripped EXEC (IEC Support only) V2.48,https://download.schneider-electric.com/files?p_Archive_Name=140+CPU+x13+0x+Stripped+EXEC+%28IEC+Support+only%29.zip&p_enDocType=Firmware&p_Doc_Ref=140+CPU+x13+0x+Stripped+EXEC+%28IEC+Support+only%29,https://www.schneider-electric.cn/zh/download/document/140+CPU+x13+0x+Stripped+EXEC+%28IEC+Support+only%29/,140 CPU x13 0x Stripped EXEC (IEC Support only),固件-发布,英语,2010-03-16,V2.48,...,140+CPU+x13+0x+Stripped+EXEC+%28IEC+Support+only%29.zip

M580 OS BMEP58x0x0 update V1.04,https://download.schneider-electric.com/files?p_Archive_Name=BMEP58x0x0+V1.04.zip&p_enDocType=Firmware&p_Doc_Ref=BMEP58x0x0+V1.04,https://www.schneider-electric.cn/zh/download/document/BMEP58x0x0+V1.04/,BMEP58x0x0 V1.04,固件-发布,英语,2014-02-17,V1.04,Modicon M580,BMEP58x0x0+V1.04.zip

M580 BMEH582040 OS FW Update V2.13,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH582040_SV213.ldx&p_Doc_Ref=M580+BMEH582040+SV2.13,https://www.schneider-electric.cn/zh/download/document/M580+BMEH582040+SV2.13/,M580 BMEH582040 SV2.13,固件-发布,英语,2016-04-21,V2.13,Modicon M580,BMEH582040_SV213.ldx

PM3000 V1.0 Language File for German (DE) V1.0.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LANG_GER_V1.0.000.fw.zip&p_Doc_Ref=LANG_GER_V1.0.000.fw,https://www.schneider-electric.cn/zh/download/document/LANG_GER_V1.0.000.fw/,LANG_GER_V1.0.000.fw,固件-发布,英语,2013-03-05,V1.0.0,...,LANG_GER_V1.0.000.fw.zip

PM5330 V01.03.07.038_Firmware and associated Language File (PM5xxxLL2000) V01.03.07.038,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5330.zip&p_Doc_Ref=PM5330_V01.03.07.038_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5330_V01.03.07.038_FW%252Bassociated_LANG_file/,,,,,,,PM5330.zip

BMEH584040 OS SV 2.13 IR02 V2.13,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH584040_SV213.7z&p_Doc_Ref=M580+OS+BMEH584040+SV2.13+update,https://www.schneider-electric.cn/zh/download/document/M580+OS+BMEH584040+SV2.13+update/,M580 OS BMEH584040 SV2.13 update,固件-发布,英语,2016-09-07,V2.13,Modicon M580,BMEH584040_SV213.7z

BMXAMM0600(H) FW SV1.40,https://download.schneider-electric.com/files?p_Archive_Name=BMXAMM0600_FW.zip&p_enDocType=Firmware&p_Doc_Ref=BMXAMM0600_FW,https://www.schneider-electric.cn/zh/download/document/BMXAMM0600_FW/,BMXAMM0600_FW,固件-发布,英语,2020-02-20,SV1.40,Modicon X80 I/O平台,BMXAMM0600_FW.zip

PM5111 V01.04.07.038_Firmware and associated Language File (PM5xxxLL2000) V01.04.07.038,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5111.zip&p_Doc_Ref=PM5111_V01.04.07.038_FW%2Bassociated_LANG_file,https://www.schneider-electric.cn/zh/download/document/PM5111_V01.04.07.038_FW%252Bassociated_LANG_file/,,,,,,,PM5111.zip

M580 BMEP585040 V2.41,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP585040.7z&p_Doc_Ref=M580_BMEP585040_SV2.41,https://www.schneider-electric.cn/zh/download/document/M580_BMEP585040_SV2.41/,M580_BMEP585040_SV2.41,固件-发布,英语,2017-10-16,V2.41,Modicon M580,BMEP585040.7z

Root certificate for Firware signing inside Schneider Electric v1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=SchneiderElectricRootCA.cer&p_Doc_Ref=PKICERT_ROOTCA,https://www.schneider-electric.cn/zh/download/document/PKICERT_ROOTCA/,PKICERT_ROOTCA,固件-发布,英语,2017-01-18,v1.0,Micrologic 控制单元,SchneiderElectricRootCA.cer

M580 BMEP586040 V2.41,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP586040.7z&p_Doc_Ref=M580_BMEP586040_SV2.41,https://www.schneider-electric.cn/zh/download/document/M580_BMEP586040_SV2.41/,M580_BMEP586040_SV2.41,固件-发布,英语,2017-10-16,V2.41,Modicon M580,BMEP586040.7z

M580 BMEH586040 V2.41,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH586040.7z&p_Doc_Ref=M580_BMEH586040_SV2.41,https://www.schneider-electric.cn/zh/download/document/M580_BMEH586040_SV2.41/,M580_BMEH586040_SV2.41,固件-发布,英语,2017-10-16,V2.41,Modicon M580,BMEH586040.7z

140CRA31908 exec FW V2.30,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CRA31908.7z&p_Doc_Ref=140CRA31908_exec_FW_SV2.30,https://www.schneider-electric.cn/zh/download/document/140CRA31908_exec_FW_SV2.30/,140CRA31908_exec_FW_SV2.30,固件-发布,英语,2017-10-17,V2.30,Modicon Quantum,140CRA31908.7z

M580 BMEH584040 V2.41,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH584040.7z&p_Doc_Ref=M580_BMEH584040_SV2.41,https://www.schneider-electric.cn/zh/download/document/M580_BMEH584040_SV2.41/,M580_BMEH584040_SV2.41,固件-发布,英语,2017-10-16,V2.41,Modicon M580,BMEH584040.7z

M580 BMEP586040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP586040.zip&p_Doc_Ref=M580_BMEP586040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP586040_SV2.50/,M580_BMEP586040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP586040.zip

M580 BMEP585040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP585040.zip&p_Doc_Ref=M580_BMEP585040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP585040_SV2.50/,M580_BMEP585040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP585040.zip

M580 BMEP581020 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP581020.zip&p_Doc_Ref=M580_BMEP581020_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP581020_SV2.50/,M580_BMEP581020_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP581020.zip

M580 BMEP584020 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP584020.zip&p_Doc_Ref=M580_BMEP584020_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP584020_SV2.50/,M580_BMEP584020_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP584020.zip

M580 BMEP582040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP582040.zip&p_Doc_Ref=M580_BMEP582040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP582040_SV2.50/,M580_BMEP582040_SV2.50,固件-发布,英语,2018-04-18,V2.50,Modicon M580,BMEP582040.zip

M580 BMEH586040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH586040.zip&p_Doc_Ref=M580_BMEH586040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEH586040_SV2.50/,M580_BMEH586040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEH586040.zip

M580 BMEP582020 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP582020.zip&p_Doc_Ref=M580_BMEP582020_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP582020_SV2.50/,M580_BMEP582020_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP582020.zip

M580 BMEP583020 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP583020.zip&p_Doc_Ref=M580_BMEP583020_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEP583020_SV2.50/,M580_BMEP583020_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEP583020.zip

M580 BMEH582040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH582040.zip&p_Doc_Ref=M580_BMEH582040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEH582040_SV2.50/,M580_BMEH582040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEH582040.zip

M580 BMEH584040 V2.50,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEH584040.zip&p_Doc_Ref=M580_BMEH584040_SV2.50,https://www.schneider-electric.cn/zh/download/document/M580_BMEH584040_SV2.50/,M580_BMEH584040_SV2.50,固件-发布,英语,2018-04-06,V2.50,Modicon M580,BMEH584040.zip

PM5560 / PM5563 V2.5.2 Release V2.5.2,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=PM5560_PM5563_V2.5.2_Release.zip&p_Doc_Ref=PM5560_PM5563_V2.5.2_Release,https://www.schneider-electric.cn/zh/download/document/PM5560_PM5563_V2.5.2_Release/,PM5560_PM5563_V2.5.2_Release,固件-发布,英语,2018-02-05,V2.5.2,PM5000,PM5560_PM5563_V2.5.2_Release.zip

M580 BMEP584040S V2.60,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BMEP584040S.zip&p_Doc_Ref=M580_BMEP584040S_SV2.60,https://www.schneider-electric.cn/zh/download/document/M580_BMEP584040S_SV2.60/,M580_BMEP584040S_SV2.60,固件-发布,英语,2018-06-06,V2.60,Modicon M580,BMEP584040S.zip

EPDU_SWITCHED_1PH_FIRMWARE 1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=EPDU_SP1_VC_V1210.zip&p_Doc_Ref=EPDU_SWITCHED_1PH_FIRMWARE,https://www.schneider-electric.cn/zh/download/document/EPDU_SWITCHED_1PH_FIRMWARE/,EPDU_SWITCHED_1PH_FIRMWARE,固件-发布,英语,2020-10-27,1.0,Easy Switched Rack PDU,EPDU_SP1_VC_V1210.zip

BMxCRA312x0 FW HISTORY V2.31,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Firmware+History_BMxCRA312x0_SV02.31.pdf.7z&p_Doc_Ref=BMxCRA312x0_FW_HISTORY_SV2.31,https://www.schneider-electric.cn/zh/download/document/BMxCRA312x0_FW_HISTORY_SV2.31/,BMxCRA312x0_FW_HISTORY_SV2.31,固件-发布,英语,2018-10-01,V2.31,Modicon M580,Firmware+History_BMxCRA312x0_SV02.31.pdf.7z

BCPM Modbus Pointmap and BACnet Objects,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_A.zip&p_Doc_Ref=BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_A,https://www.schneider-electric.cn/zh/download/document/BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_A/,BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_A,固件-发布,英语,2014-11-14,1.0,服务器电源监测装置BCPM,BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_A.zip

Link150 binaries v5.0.29,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Link150Binaries.zip&p_Doc_Ref=Link150Binaries,https://www.schneider-electric.cn/zh/download/document/Link150Binaries/,Link150Binaries,固件-发布,英语,2019-02-18,v5.0.29,Link150以太网关,Link150Binaries.zip

X80 BMxCRA312x0 SV2.40 FW history V2.40,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Firmware+History_BMxCRA312x0_SV02.40.pdf.7z&p_Doc_Ref=X80_BMxCRA312x0_SV2.40_FW_hist,https://www.schneider-electric.cn/zh/download/document/X80_BMxCRA312x0_SV2.40_FW_hist/,X80_BMxCRA312x0_SV2.40_FW_hist,固件-发布,英语,2019-02-18,V2.40,Modicon X80 I/O平台,Firmware+History_BMxCRA312x0_SV02.40.pdf.7z

Firmware_LXM32ICAN V01.08.01,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=LXM32iCAN_V01.08.01.zip&p_Doc_Ref=Firmware_LXM32ICAN,https://www.schneider-electric.cn/zh/download/document/Firmware_LXM32ICAN/,Firmware_LXM32ICAN,固件-发布,英语,2019-08-30,V01.08.01,一体化驱动 LXM32i,LXM32iCAN_V01.08.01.zip

BCPM Modbus Pointmap and BACnet Objects,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_D.zip&p_Doc_Ref=BCPM_Modbus_and_BACnet-REV_D,https://www.schneider-electric.cn/zh/download/document/BCPM_Modbus_and_BACnet-REV_D/,BCPM_Modbus_and_BACnet-REV_D,固件-发布,英语,2019-01-10,1.0,服务器电源监测装置BCPM,BCPM_Modbus_Pointmap_and_BACnet_Objects-REV_D.zip

Quantum 140CPU67261 Operating System V3.60,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CPU67261_SV360.bin&p_Doc_Ref=Quantum_140CPU67261_SV3.60,https://www.schneider-electric.cn/zh/download/document/Quantum_140CPU67261_SV3.60/,Quantum_140CPU67261_SV3.60,固件-发布,英语,2019-11-26,V3.60,Modicon Quantum,140CPU67261_SV360.bin

Quantum 140CPU67160 Operating System V3.60,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CPU67160__SV360.bin&p_Doc_Ref=Quantum_140CPU67160_SV3.60,https://www.schneider-electric.cn/zh/download/document/Quantum_140CPU67160_SV3.60/,Quantum_140CPU67160_SV3.60,固件-发布,英语,2019-11-26,V3.60,Modicon Quantum,140CPU67160__SV360.bin

Quantum 140CPU67060 Operating System V3.60,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CPU67060_SV360.bin&p_Doc_Ref=Quantum_140CPU67060_SV3.60,https://www.schneider-electric.cn/zh/download/document/Quantum_140CPU67060_SV3.60/,Quantum_140CPU67060_SV3.60,固件-发布,英语,2019-11-26,V3.60,Modicon Quantum,140CPU67060_SV360.bin

Premium TSXP57554M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57554M_SV320.bin&p_Doc_Ref=Premium_TSXP57554M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57554M_SV3.20/,Premium_TSXP57554M_SV3.20,固件-发布,英语,2019-12-02,V3.20,Modicon Premium,TSXP57554M_SV320.bin

TSXWMY100 FC HMI Exec V1.7,https://download.schneider-electric.com/files?p_Archive_Name=TSXWMY100+FactoryCast+HMI+Exec+v1.9.zip&p_enDocType=Firmware&p_Doc_Ref=TSXWMY100+FactoryCast+HMI+Exec+v1.9,https://www.schneider-electric.cn/zh/download/document/TSXWMY100+FactoryCast+HMI+Exec+v1.9/,TSXWMY100 FactoryCast HMI Exec v1.9,固件-发布,英语,2014-07-02,V1.7,Modicon Premium,TSXWMY100+FactoryCast+HMI+Exec+v1.9.zip

Quantum 140CPU65860 Operating System V3.60,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=140CPU65860__SV360.bin&p_Doc_Ref=Quantum_140CPU65860_SV3.60,https://www.schneider-electric.cn/zh/download/document/Quantum_140CPU65860_SV3.60/,Quantum_140CPU65860_SV3.60,固件-发布,英语,2019-11-26,V3.60,Modicon Quantum,140CPU65860__SV360.bin

FW History BMXCRA312x0 V2.15,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=Firmware+History+for+BMXCRA312x0+SV2.15.pdf&p_Doc_Ref=FW+History+BMXCRA312x0+SV2.15,https://www.schneider-electric.cn/zh/download/document/FW+History+BMXCRA312x0+SV2.15/,FW History BMXCRA312x0 SV2.15,固件-发布,英语,2016-03-04,V2.15,Modicon M580,Firmware+History+for+BMXCRA312x0+SV2.15.pdf

Premium TSXP573634M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP573634M_SV320.bin&p_Doc_Ref=Premium_TSXP573634M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP573634M_SV3.20/,Premium_TSXP573634M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP573634M_SV320.bin

Premium TSXP57154M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57154M_SV320.bin&p_Doc_Ref=Premium_TSXP57154M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57154M_SV3.20/,Premium_TSXP57154M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57154M_SV320.bin

Premium TSXP57104M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57104M_SV320.bin&p_Doc_Ref=Premium_TSXP57104M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57104M_SV3.20/,Premium_TSXP57104M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57104M_SV320.bin

UPGRADE OF THE EIO DROPS for BMXCRA312x0 & 140CRA31200 V1.0,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=UPGRADE+OF+THE+QEIO+DROPS+%28BMXCRA312x0+%26+140CRA31200%29.pdf&p_Doc_Ref=UPGRADE+OF+THE+EIO+DROPS,https://www.schneider-electric.cn/zh/download/document/UPGRADE+OF+THE+EIO+DROPS/,UPGRADE OF THE EIO DROPS,固件-发布,英语,2016-01-26,V1.0,Modicon Quantum,UPGRADE+OF+THE+QEIO+DROPS+%28BMXCRA312x0+%26+140CRA31200%29.pdf

ComX210v2-1-18_Firmware_EBX210 v2.1.18,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=ComX210_v2.1.18.zip&p_Doc_Ref=ComX210v2-1-18_Firmware_EBX210,https://www.schneider-electric.cn/zh/download/document/ComX210v2-1-18_Firmware_EBX210/,ComX210v2-1-18_Firmware_EBX210,固件-发布,英语,2016-01-29,v2.1.18,...,ComX210_v2.1.18.zip

Premium TSXP57024M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57024M_SV320.bin&p_Doc_Ref=Premium_TSXP57024M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57024M_SV3.20/,Premium_TSXP57024M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57024M_SV320.bin

Premium TSXP57304M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57304M_SV320.bin&p_Doc_Ref=Premium_TSXP57304M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57304M_SV3.20/,Premium_TSXP57304M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57304M_SV320.bin

Premium TSXP57354M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57354M_SV320.bin&p_Doc_Ref=Premium_TSXP57354M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57354M_SV3.20/,Premium_TSXP57354M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57354M_SV320.bin

Premium TSXP57204M Operating System V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXP57204M_SV320.bin&p_Doc_Ref=Premium_TSXP57204M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXP57204M_SV3.20/,Premium_TSXP57204M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXP57204M_SV320.bin

Premium_TSXPCI57204M_SV3.20 V3.20,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXPCI57204M_SV320.bin&p_Doc_Ref=Premium_TSXPCI57204M_SV3.20,https://www.schneider-electric.cn/zh/download/document/Premium_TSXPCI57204M_SV3.20/,Premium_TSXPCI57204M_SV3.20,固件-发布,英语,2019-12-11,V3.20,Modicon Premium,TSXPCI57204M_SV320.bin

Premium HSBY TSXH57x4M Copro V2.83,https://download.schneider-electric.com/files?p_enDocType=Firmware&p_File_Name=TSXH57x4M+V2.83+OS+%26+Copro+V2.82.zip&p_Doc_Ref=Premium+HSBY+TSXH57x4M+V2.83+OS+%26+V2.82+Copro,https://www.schneider-electric.cn/zh/download/document/Premium%2BHSBY%2BTSXH57x4M%2BV2.83%2BOS%2B%2526%2BV2.82%2BCopro/,,,,,,,TSXH57x4M+V2.83+OS+%26+Copro+V2.82.zip
